Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,464,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/services/s4.png,200,,14,198,4536,Low,false,
Processed,465,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/services/s3.png,200,,26,198,4035,Low,false,
Processed,466,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p4.jpg,200,,16,201,65878,Low,false,Comment
Processed,467,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p2.jpg,200,,30,201,55582,Low,false,Comment
Processed,468,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p1.jpg,200,,37,199,9636,Low,false,
Processed,469,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p6.jpg,200,,18,201,59341,Low,false,Comment
Processed,470,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p3.jpg,200,,34,201,62168,Low,false,
Processed,471,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p5.jpg,200,,43,203,137748,Low,false,Comment
Processed,472,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p9.jpg,200,,20,203,122960,Low,false,Comment
Processed,473,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/client-info-bg.png,200,,21,198,2048,Low,false,
Processed,474,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/footer-bg.png,200,,18,200,12395,Low,false,
Processed,475,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p7.jpg,200,,42,203,252261,Low,false,Comment
Processed,476,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p8.jpg,200,,86,203,945129,Low,false,Comment
Processed,477,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/icons/fa-brands-400.woff2,200,,25,201,74524,Low,false,Comment
Processed,479,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/icons/fa-solid-900.woff2,200,,30,201,75408,Low,false,Comment
Processed,480,Tue Aug 26 16:54:16 IST 2025,GET,http://10.91.141.163:8080/favicon.ico,404,,6,113,816,Medium,false,
Out of Scope,481,Tue Aug 26 16:54:16 IST 2025,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTM5LjAuNzI1OC4xMzkSGQldLfqndnGyxxIFDR0eJ6kh_vRc5EFJnu0=?alt=proto,403,Forbidden,0,130,40,,false,
Processed,482,Tue Aug 26 16:54:17 IST 2025,GET,http://10.91.141.163:8080/,200,,53,121,121899,Medium,false,"Form, Script, Comment"
Out of Scope,483,Tue Aug 26 16:54:17 IST 2025,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTM5LjAuNzI1OC4xMzkSGQldLfqndnGyxxIFDR0eJ6kh_vRc5EFJnu0=?alt=proto,403,Forbidden,0,130,40,,false,
Processed,484,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/,200,,78,195,121899,Medium,false,"Form, Script, SetCookie, Comment"
Processed,485,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/magnific-popup.css,200,,10,197,6951,Low,false,Comment
Processed,486,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.theme.default.min.css,200,,22,197,1013,Low,false,Comment
Processed,487,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.carousel.min.css,200,,40,197,3351,Low,false,Comment
Processed,488,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/responsive.css,200,,50,197,1905,Low,false,Comment
Processed,489,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/style.css,200,,65,197,6873,Low,false,Comment
Processed,490,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/banner/banner_img02.png,200,,33,200,79657,Low,false,
Processed,491,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/security_img.png,200,,52,200,93121,Low,false,
Processed,492,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/partials/_variables.css,200,,8,195,541,Low,false,Comment
Processed,493,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/xbersec.png,200,,91,200,16196,Low,false,
Processed,494,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/partials/_global.css,200,,30,197,1673,Low,false,Comment
Processed,495,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/fonts.css,200,,79,195,110,Low,false,Comment
Processed,496,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/all.min.css,200,,204,199,56463,Low,false,Comment
Processed,497,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_04.png,200,,33,198,6214,Low,false,
Processed,498,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_02.png,200,,35,198,3508,Low,false,
Processed,499,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/js/jquery.3.4.1.js,200,,229,213,88144,Medium,false,"Form, Script, Comment"
Processed,500,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_05.png,200,,83,198,3695,Low,false,
Processed,501,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo1.png,200,,131,198,3593,Low,false,
Processed,502,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_01.png,200,,86,198,5058,Low,false,
Processed,503,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/css/bootstrap.min.css,200,,354,201,155758,Low,false,Comment
Processed,504,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_03.png,200,,129,198,2919,Low,false,
Processed,505,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/jquery.magnific-popup.min.js,200,,129,213,20216,Low,false,Comment
Processed,506,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/js/main.js,200,,57,211,1455,Low,false,
Processed,507,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/admin/js/validate.js,200,,54,211,1335,Low,false,
Processed,508,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/vendor/isotope/isotope.min.js,200,,187,213,35445,Low,false,Comment
Processed,509,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/js/owl.carousel.min.js,200,,93,213,44342,Low,false,Comment
Processed,510,Tue Aug 26 16:54:18 IST 2025,GET,http://10.91.141.163:8080/js/bootstrap.min.js,200,,212,213,58072,Medium,false,"Hidden, Comment"
Out of Scope,511,Tue Aug 26 16:54:19 IST 2025,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTM5LjAuNzI1OC4xMzkSGQldLfqndnGyxxIFDR0eJ6kh_vRc5EFJnu0=?alt=proto,403,Forbidden,0,130,40,,false,
Processed,512,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo8.png,200,,83,198,2419,Low,false,
Processed,513,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/services/s1.png,200,,80,198,3634,Low,false,
Processed,514,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo9.png,200,,83,198,3056,Low,false,
Processed,515,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo2.png,200,,115,198,2997,Low,false,
Processed,516,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/icons/fa-brands-400.woff2,200,,125,201,74524,Low,false,Comment
Processed,517,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/icons/fa-solid-900.woff2,200,,251,201,75408,Low,false,Comment
Processed,518,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p1.jpg,200,,71,199,9636,Low,false,
Processed,519,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/services/s3.png,200,,113,198,4035,Low,false,
Processed,520,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/services/s4.png,200,,90,198,4536,Low,false,
Processed,521,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/services/s2.png,200,,144,198,5202,Low,false,
Processed,522,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p2.jpg,200,,234,201,55582,Low,false,Comment
Processed,523,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p3.jpg,200,,189,201,62168,Low,false,
Processed,524,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p4.jpg,200,,254,201,65878,Low,false,Comment
Processed,525,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p6.jpg,200,,244,201,59341,Low,false,Comment
Processed,526,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/client-info-bg.png,200,,27,198,2048,Low,false,
Processed,527,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/footer-bg.png,200,,43,200,12395,Low,false,
Processed,528,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p5.jpg,200,,346,203,137748,Low,false,Comment
Processed,529,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p7.jpg,200,,362,203,252261,Low,false,Comment
Processed,530,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p9.jpg,200,,193,203,122960,Low,false,Comment
Processed,531,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p8.jpg,200,,308,203,945129,Low,false,Comment
Processed,532,Tue Aug 26 16:54:19 IST 2025,GET,http://10.91.141.163:8080/favicon.ico,404,,13,113,816,Medium,false,
Processed,533,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/,200,,192,195,121899,Medium,false,"Form, Script, SetCookie, Comment"
Processed,534,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.carousel.min.css,200,,9,197,3351,Low,false,Comment
Processed,535,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/style.css,200,,17,197,6873,Low,false,Comment
Processed,536,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/magnific-popup.css,200,,19,197,6951,Low,false,Comment
Processed,537,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.theme.default.min.css,200,,23,197,1013,Low,false,Comment
Processed,538,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/responsive.css,200,,14,197,1905,Low,false,Comment
Processed,539,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/all.min.css,200,,32,199,56463,Low,false,Comment
Processed,540,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/security_img.png,200,,14,200,93121,Low,false,
Processed,541,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_01.png,200,,44,198,5058,Low,false,
Processed,542,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_02.png,200,,37,198,3508,Low,false,
Processed,543,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/partials/_variables.css,200,,13,195,541,Low,false,Comment
Processed,544,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/partials/_global.css,200,,9,197,1673,Low,false,Comment
Processed,545,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/fonts.css,200,,75,195,110,Low,false,Comment
Processed,546,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/css/bootstrap.min.css,200,,180,201,155758,Low,false,Comment
Processed,547,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo1.png,200,,23,198,3593,Low,false,
Processed,548,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/xbersec.png,200,,179,200,16196,Low,false,
Processed,549,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_04.png,200,,45,198,6214,Low,false,
Processed,550,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_03.png,200,,30,198,2919,Low,false,
Processed,551,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/js/jquery.3.4.1.js,200,,206,213,88144,Medium,false,"Form, Script, Comment"
Processed,552,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/banner/banner_img02.png,200,,211,200,79657,Low,false,
Processed,553,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/js/main.js,200,,11,211,1455,Low,false,
Processed,554,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/js/bootstrap.min.js,200,,43,213,58072,Medium,false,"Hidden, Comment"
Processed,555,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_05.png,200,,78,198,3695,Low,false,
Processed,556,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/isotope/isotope.min.js,200,,41,213,35445,Low,false,Comment
Processed,557,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/js/owl.carousel.min.js,200,,36,213,44342,Low,false,Comment
Processed,558,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo2.png,200,,19,198,2997,Low,false,
Processed,559,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/admin/js/validate.js,200,,21,211,1335,Low,false,
Processed,560,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/services/s1.png,200,,5,198,3634,Low,false,
Processed,561,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo9.png,200,,18,198,3056,Low,false,
Processed,562,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo8.png,200,,33,198,2419,Low,false,
Processed,563,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/jquery.magnific-popup.min.js,200,,73,213,20216,Low,false,Comment
Processed,564,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/services/s3.png,200,,14,198,4035,Low,false,
Processed,565,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/services/s2.png,200,,75,198,5202,Low,false,
Out of Scope,566,Tue Aug 26 16:54:21 IST 2025,GET,https://content-autofill.googleapis.com/v1/pages/ChVDaHJvbWUvMTM5LjAuNzI1OC4xMzkSGQldLfqndnGyxxIFDR0eJ6kh_vRc5EFJnu0=?alt=proto,403,Forbidden,0,130,40,,false,
Processed,567,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/icons/fa-solid-900.woff2,200,,89,201,75408,Low,false,Comment
Processed,568,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p2.jpg,200,,55,201,55582,Low,false,Comment
Processed,569,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/icons/fa-brands-400.woff2,200,,105,201,74524,Low,false,Comment
Processed,570,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/services/s4.png,200,,92,198,4536,Low,false,
Processed,571,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p1.jpg,200,,82,199,9636,Low,false,
Processed,572,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p4.jpg,200,,39,201,65878,Low,false,Comment
Processed,573,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p3.jpg,200,,187,201,62168,Low,false,
Processed,574,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p6.jpg,200,,161,201,59341,Low,false,Comment
Processed,575,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p9.jpg,200,,217,203,122960,Low,false,Comment
Out of Scope,576,Tue Aug 26 16:54:22 IST 2025,POST,https://android.clients.google.com/checkin,403,Forbidden,0,130,40,,false,
Processed,577,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p7.jpg,200,,295,203,252261,Low,false,Comment
Processed,578,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/client-info-bg.png,200,,79,198,2048,Low,false,
Processed,579,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/footer-bg.png,200,,92,200,12395,Low,false,
Processed,580,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p5.jpg,200,,374,203,137748,Low,false,Comment
Processed,581,Tue Aug 26 16:54:21 IST 2025,GET,http://10.91.141.163:8080/img/portfolio/p8.jpg,200,,368,203,945129,Low,false,Comment
Processed,582,Tue Aug 26 16:54:22 IST 2025,GET,http://10.91.141.163:8080/favicon.ico,404,,15,113,816,Medium,false,
Out of Scope,583,Tue Aug 26 16:54:22 IST 2025,POST,https://android.clients.google.com/checkin,403,Forbidden,0,130,40,,false,
Processed,584,Tue Aug 26 16:54:23 IST 2025,GET,http://10.91.141.163:8080/,200,,123,195,121899,Medium,false,"Form, Script, SetCookie, Comment"
Out of Scope,585,Tue Aug 26 16:54:24 IST 2025,POST,https://android.clients.google.com/checkin,403,Forbidden,0,130,40,,false,
Processed,586,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/magnific-popup.css,200,,35,197,6951,Low,false,Comment
Processed,587,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.carousel.min.css,200,,38,197,3351,Low,false,Comment
Processed,588,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/style.css,200,,45,197,6873,Low,false,Comment
Processed,589,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/responsive.css,200,,18,197,1905,Low,false,Comment
Processed,590,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/vendor/owl-carousel/css/owl.theme.default.min.css,200,,81,197,1013,Low,false,Comment
Processed,591,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/xbersec.png,200,,49,200,16196,Low,false,
Processed,592,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/fonts.css,200,,36,195,110,Low,false,Comment
Processed,593,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/js/jquery.3.4.1.js,200,,75,213,88144,Medium,false,"Form, Script, Comment"
Processed,594,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/partials/_variables.css,200,,18,195,541,Low,false,Comment
Processed,595,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/all.min.css,200,,150,199,56463,Low,false,Comment
Processed,596,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/partials/_global.css,200,,44,197,1673,Low,false,Comment
Processed,597,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo1.png,200,,59,198,3593,Low,false,
Processed,598,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_04.png,200,,62,198,6214,Low,false,
Processed,599,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_05.png,200,,60,198,3695,Low,false,
Processed,600,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/banner/banner_img02.png,200,,147,200,79657,Low,false,
Processed,601,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_03.png,200,,49,198,2919,Low,false,
Processed,602,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_01.png,200,,33,198,5058,Low,false,
Processed,603,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/brand_02.png,200,,72,198,3508,Low,false,
Processed,604,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/vendor/Magnific-Popup/dist/jquery.magnific-popup.min.js,200,,35,213,20216,Low,false,Comment
Processed,605,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/css/bootstrap.min.css,200,,300,201,155758,Low,false,Comment
Processed,606,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/vendor/isotope/isotope.min.js,200,,51,213,35445,Low,false,Comment
Processed,607,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/js/main.js,200,,14,211,1455,Low,false,
Processed,608,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/admin/js/validate.js,200,,41,211,1335,Low,false,
Processed,609,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo8.png,200,,31,198,2419,Low,false,
Processed,610,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/js/bootstrap.min.js,200,,132,213,58072,Medium,false,"Hidden, Comment"
Processed,611,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/security_img.png,200,,190,200,93121,Low,false,
Processed,612,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo9.png,200,,47,198,3056,Low,false,
Processed,613,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/brands/logo2.png,200,,102,198,2997,Low,false,
Processed,614,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/services/s3.png,200,,51,198,4035,Low,false,
Processed,615,Tue Aug 26 16:54:24 IST 2025,GET,http://10.91.141.163:8080/img/services/s2.png,200,,60,198,5202,Low,false,
